Name,Address,P.O.Box,Phone,Mobile,Email,Webpage,Fax,Country,City
The Countryside English School,Bhaktapur,,6611087,,srajthala2002@yahoo.com,,,,
The Elite's Co-Ed. Secondary Boarding School,"BhagawatiBahal,Naxal",,"4434689,4429941,4438922",,,www.theeliteschool.edu.np,4435585,,
The Everest English Boarding School,Saptary,,033-521052,,,,,,
The Excelsior School,Swoyambhu,,"4271693,4301917",,excelsior@enet.com.np,,4672295,,
The Execelsior School,Baneshwor,,4490647,,,,,,
The Imperial Academy,Samakhusi,,4358762,,impschoolrj@yahoo.com,,,,
The New Summit Higher Secondary School,Maitidevi,,"4414431,4414737",,summitschool@hotmail.com,,,,
The New Summit Hr. Sec. School,Maitidevi,"11748,Ktm","4414737,4439810",,newsummit3@live.com,,4414737,,
The Rising English Boarding School,Siraha,,033-520237,,,,,,
The Rising English School,Bhaktapur,"57,Bkp",6613603,,rising_school@yahoo.com,,6613606,,
The Rising School,Gwarko,,"5525424,5530158",,,,,,
The Sky Lark Boarding High School,Dhapasi,,4375444,,skylark@mos.com.np,,,,
The Sky Public School,Mulpani,,4450890,,,sourcesNpabsan,,,
The Spangle Boarding High School,Kalikasthan,,4424885,,spangle@hons.com.np,,,,
The Sunshine Secondary Boarding School,Bijeshwori,,"4282519,4272897",,,,,,
Thecho New English School,Thecho,,5573904,,newaschool@mail.com.np,,,,
Thimi Kanya Secondary School,NayaBatoThimi,,6633950,,,,,,
Tika Vidyashram Higher Secondary School,Sanepa,,5522630,,,,,,
Tilingatar Higher Secondary School,Dhapasi,,"4374863,4371878",,thss_dhapasi@yahoo.com,www.thss.edu.np,,,
Tilotamma Secondary High School,Butwal,,540958,,,,,,
Times Academy,Baluwatar,,4423829,,,sourcesNpabsan,,,
Tiny Tots Castle Pre-Primary School,Gairidhara,,2075005,,,,,,
Tiny Tots Pre-School,Thapathali,,4220676,,,,,,
Todlers Academy,Banasthali,,4355248,,,,,,
Tokha Valley English School,Hattigaunda,,"4376830,4370831",,rameshtves@hotmail.com,,,,
Tops Boarding School,Pokhara,,"528382,523800",,tops@cnet.wlink.com.np,,,,
Toudaha Rastriya Madhyamik Bidhyalaya,Toudaha,,4330991,,,,,,
Tri Juddha Bahu Udeshya Bidyalaya,Birta,,522136,,,,,,
Tri-Devi English Secondary Boarding School,Koteshwor,,4489544,,,,,,
Tri-Padma High School,Pulchowk,,5521457,,,,,,
Tri-Stat English School,Lokanthali,,6632339,,,,,,
Tribeni Higher Secondary School,Udaypur,,"035-421116,421122",,,,,,
Tribhuvan Adarsha Secondary School,Pherping,,4710013,,,,,,
Tribhuvan Higher Secondary School,Dailekh,,089-429316,,,,,,
Tribhuvan Higher Secondary School,"Khalanga-2,Jajarkot",,089-629316,,,,,,
Tribhuvan Higher Secondary School,"Khalanga-2,Jajarkot",,089-649316,,,,,,
Tribhuvan Higher Secondary School,Khotang,,036-429203,,,,,,
Tribhuvan Higher Secondary School,Nawalparasi,,078-539392,,,,,,
Tribhuvan Higher Secondary School,Tanahu,,065-529311,,,,,,
Tribhuvan Higher Secondary School,Makawanpur,,520769,,,,,,
Tribhuvan Janata Higher Secondary School,Rukum,,088-649100,,,,,,
Tribhuvan Trishuli Higher Secondary School,Nuwakot,,010-560019,,,,,,
Tribhuwan Hanuman Madyamik Bidyalaya,Reshamkothi,,522666,,,,,,
Trimohan Higher Secondary School,Terhathum,,026-469013,,,,,,
Trinity International College,Dillibazar,,"4445955,4445956",,info@trinitycollege.edu.np,www.trinitycollege.edu.np,4437867,,
Triple Gems Boarding School,Swoyambhu,,4280176,,,,,,
Tripura Secondary School,Tripureshwor,,4254655,,,,,,
Tripurasundari Higher Secondary School,"Jalpadevi-1,Achham",,097-629344,,,,,,
Triveni Boarding School,Sukedhara,,4472890,,,sourcesNpabsan,,,
Triyog Higher Sec. School,Dhapasi,"1909,Ktm","4365285,4381695",,ths@triyog.wlink.com.np,,4381693,,
Trungram International Academy (TIA),Hatti-Gauda,"12423,Ktm","4370083,4372685",,trungram@wlink.com.np,www.tia.edu.np,4370120,,
Tulsimehar Memorial English Boarding School,BhutandeviRoad,,520737,,,,,,
Uday Higher Secondary School,Gulmi,,079-529322,,,,,,
Ujer Singh Madyamik Vidyalaya,Butwal,,540442,,,,,,
Ujjwal Shishu Niketan high School,Kritipur,,4330300,,,,,,
Ujjwal Shishu Niketan Secondary School,VairabRoad,,"520609,521354",,rishiram@wlink.com.np,,521272,,
Ujjwal Sishu Niketan,Sinamangal,,4472890,,,sourcesNpabsan,,,
Ullens School,Khumaltar,8975EPC1477,5570724,,info@ullens.edu.np,www.ullens.edu.np,5570365,,
Uma Maheshwor Secondary Boarding School,Tikhedewol,,5526287,,,,,,
Unique Boarding High School,Siphal,,"4478482,4471354",,unique_highschool@yahoo.co.uk,www.unique.edu.np,,,
United Academy,"Kumaripati,Lalitpur",,5545723,,info@united.edu.np,www.united.edu.np,,,
United School,Satdobato,8975EPC1195,"5545723,5543497",,uschool@wlink.com.np,,,,
Universal College,MaitiDeviChowk,"10414,Ktm","4442775,4428321",,univcollege@wlink.com.np,www.uc.edu.np,4443532,,
Universal College Preparatory School,Baluwatar,,"4423901,4426855",,univcps@hotmail.com,,,,
Universal English Higher Secondary School,Dhumbarahi,"10372,Ktm","4437545,4437881",,uephs@wlink.com.np,,,,
Unnayan Shikshya Sadan,Kapan,,4810185,,,sourcesNpabsan,,,
Usha Bal Batika School,Surkhet,,"083-520495,520490",,,,,,
Uttarbahini Boarding School,Gokarneshwor,,4801020,,,,,,
V. S. Niketan College,Minbhawan,"2751,Ktm","4495073,4482715",,info@vsniketan.edu.np,www.vsniketan.edu.np,4478379,,
V.S. Glorious English Medium School,Thapathali,,"4240844,4255713",,vsn@ub.enet.com.np,www.vsniketan.edu.np,4478379,,
Vadrakali English Medium School,Hattigaunda,,4376668,,,,,,
Vajra Academy,"Jharuwarasi-9,Vajrabarahi","10392,Ktm",5572410,,info@vajraacademy.org,www.vajraacademy.org,5573759,,
Vajrayana School,Boudha,"7003,Ktm","2074256,9803935702",,vajrayanaschool@gmail.com,www.vajrayanaschool.org,4471902,,
Valley Public College,Galfutaar,,"4650439,4370987,4376215",,,,,,
Valley Public Higher Secondary School,"Golfutar,Bhangal","6820,Ktm","4370987,4376215,4650439",,vpbhskri@hotmail.com,,,,
Valley Secondary School,Chapagaon,,"5571470,5570459",,,,,,
Valley View English School,Mid-Baneshwor,24855,"4473693,4474600",,valleyviewschool@proed.edu.np,www.proed.edu.np,,,
Venus English High School,Sinamangal,,4488342,,ranasingh_77@yahoo.com,,,,
Venus Public School,Jorpati,,4912800,,,,,,
Victry English School,Jorpati,,2024272,,,sourcesNpabsan,,,
Vidhya Arjan English School,Bhaktapur,,6610713,,,,,,
Vidhya Bikash Secondary Boarding School,Jagate,,6610395,,,,,,
Vidhya Mandir Higher Secondary School,Achham,,097-629311,,,,,,
Vidhya Sadan High School,Chabahil,,4488286,,vidhyasadan@enet.com,,,,
Vidhya Sagar English Secondary School,Banepa-6,,"661999,662343,664326",,vsagar@wlink.com.np,,,,
Vidhya Sagar Secondary School,Godawari,,5560606,,,,,,
Vidhya Vikash Higher Secondary School,Lamjung,,066-529326,,,,,,
Vidya Arjan Ma. Vi.,Jyatha,,4252694,,,sourcesNpabsan,,,
Vidya Sadan Eng. School,Dillibazar,,9841383842,,,sourcesNpabsan,,,
Vidya Sadan High School,Kanibahal,,"5533626,5549073",,kbagra@msn.com,,,,
Vidya Vikash High School,Jawalakhel,,"5527964,5546975",,vvebs@hotmail.com,,,,
Vidyadatini Higher Secondary School,"Gatthaghar,Bhaktapur",,"6637126,6633878",,,www.vidyadayini.edu.np,,,
Vidyarthi Niketan Madhyamik Vidyalaya,Bhaktapur,,6610386,,,,,,
Vijaya Higher Secondary School,Dailekh,,089-429514,,,,,,
Vijayapur Higher Secondary School,Dharan-14,,"520616,522745",,,,,,
Vinayak Shiksha Niketan Secondary School,MadhyapurThimi,,6632568,,vinayakthimi@hotmail.com,,,,
Viswa Niketan Higher Secondary School,Tripureshwor,,4248838,,,,,,
Vrindavan Academy,Tansen,,075-521124,,,,,,
Wana Higher Secondary School,Sankhuwasabha,,029-569395,,,,,,
Welhams Education Network Pvt. Ltd.,Jawalakhel,,"5520509,5551874",,welhams@wlink.com.np,www.welhamscollege.com,,,
Wendy House J. School,Bhatbhateni,,"4411612,4415559",,,,,,
West Point High School,Thankot,,"4312192,4312045",,,,,,
White House Higher Secondary School,"KhumalHeights,Satdobato",,"5537852,5536741",,info@whitehouse.edu.np,www.whitehouse.edu.np,5536741,,
Whitefield College,NayabazarTownPlanning,,"4251733,4249538",,info@ref.edu.np,www.ref.edu.np,,,
Whitefield Higher Secondary School,Nayabazar,,"251733,4249538",,whitefield@mos.com.np,www.ref.edu.np,,,
Wids Kids International,Nayabazar,,4364446,,,sourcesNpabsan,,,
Wilson Academy,Bafal,"13365,Ktm",4285510,,wilson@hons.com.np,www.zasda.com/wilsonacademy,,,
Winsome English Boarding School,Gothatar,,"4461054,4478138",,,,,,
Wisdom Community School,"Sanga,Kavrepalanchowk",,664245,,,,,,
Wiseland Secondary English School,Jagate,,6614530,,wiseland@enet.com.np,,,,
Wits Academy,Boudha,,"4489425,2143306",,,,,,
Woodsville School,Thasikhel,,"5525821,5554289",,info@woodsvilleschool.edu.np,www.woodsvilleschool.edu.np,,,
World Link Communication,NewBaneshwor,"8207,Ktm","4471583,4472587",,info@wlink.com.np,www.worldlinkcommunication.com,,,
World Youth Int'l School,Gorkarna,,4800921,,wyischool@gmail.com,,,,
Xavier Academy,Lazimpat,,"4430025,4424289,",,info@xa.edu.np,www.xa.edu.np,,,
Xavier International College,Kalopul,"P.O.Box23603,Ktm","4439471,4439472,4439491",,info@xavier.edu.np,www.xavier.edu.np,4439492,,
Yashasvi Boarding School,Sitapaila,"2331,Ktm",4279270,,,,,,
Yeti Health Science Academy,Maharajgunj,,4428349,,,,4439512,,
Young Hearts Boarding High School,"Jorpati,Narayantar",1919,"4913632,4910654",,yhbs@wlink.com.np,,,,
Youth Vision College,Balaju,,4353622,,yvc@enet.com.np,www.youthvisioncollege.com,,,
Yugjyoti English School,Lukhusi,,5526457,,,,,,
Yuyutshu English School,Paknajol,,4381474,,,sourcesNpabsan,,,
Zenith English Residential School,SumnimaChowk,,520176,,jabegusuman@hotmail.com,,,,
Zenith English Secondary School,Bafal,"9610,Ktm","4270697,4285400",,zenithsch@wlink.com.np,,,,
